idx,sentence,label
1284,"patchy combination of soap opera , low-tech magic realism and , at times , ploddingly sociological commentary . ",0
1285,hackneyed and meanspirited ,0
1287,"the film does n't have enough innovation or pizazz to attract teenagers , and ",0
1288,"mckay seems embarrassed by his own invention and tries to rush through the intermediary passages , apparently hoping that the audience will not notice the glaring triteness of the plot device he has put in service . ",0
1289,the unacceptable ,0
1290,"violent , vulgar and forgettably entertaining . ",0
1291,shockingly bad ,0
1292,run of the mill ,0
1293,is n't a very ,0
1295,"is cruel , misanthropic stuff with only weak claims to surrealism and black comedy . ",0
1296,spies ,0
1297,"4ever has the same sledgehammer appeal as pokemon videos , ",0
1301,the writing and direction to the soggy performances ,0
1303,unfunny ,0
1306,"plodding , peevish and gimmicky . ",0
1312,straight from the saturday morning cartoons ,0
1313,least ,0
1315,"thoughtful dialogue elbowed aside by one-liners , and a visual style that incorporates rotoscope animation for no apparent reason except ",0
1316,dying a slow death ,0
1318,"lack contrast , are murky and are frequently too dark to be decipherable . ",0
1319,"under the skin of a man we only know as an evil , monstrous lunatic ",0
1325,especially the pseudo-educational stuff we all ca n't stand ,0
1326,vaporize from your memory minutes ,0
1329,decrepit ,0
1330,two guys yelling in your face for two hours ,0
1332,"cold , sterile and lacking any color or warmth ",0
1333,is not handled well ,0
1336,suffocating ,0
1339,stink ,0
1341,the milieu is wholly unconvincing ... and the histrionics reach a truly annoying pitch ,0
1343,"( or role , or edit , or score , or anything , really ",0
1346,in a standard plot ,0
1349,b movies ,0
1353,be one of those movies barely registering a blip on the radar screen of 2002 ,0
1354,for pretentious arts majors ,0
1356,reek of a script ,0
1357,bottom tier ,0
1366,"a screenplay that forces them into bizarre , implausible behavior ",0
1367,of this dog of a movie ,0
1368,too bad kramer could n't make a guest appearance to liven things up . ,0
1369,plays like a bad blend of an overripe episode of tv 's dawson 's creek and a recycled and dumbed-down version of love story . ,0
1370,yet depressing film ,0
1372,descends into such message-mongering moralism ,0
1374,fall fast asleep ,0
1375,virtually no aftertaste ,0
1376,inane and unimaginative ,0
1379,self-absorbed ,0
1382,intolerable company ,0
1383,"talky , artificial and opaque ",0
1385,underneath such a mountain of clichés and borrowed images ,0
1386,"falsehoods pile up , undermining the movie 's reality and stifling its creator 's comic voice . ",0
1387,convincing as this bland blank of a man with unimaginable demons ,0
1395,is too long with too little going on ,0
1400,you can smell the grease on the plot ,0
1402,human impulses that grew hideously twisted ,0
1404,"this is a movie filled with unlikable , spiteful idiots ; whether or not their friendship is salvaged ",0
1406,often overwritten ,0
1408,nearly impossible ,0
1415,offers no new insight on the matter ,0
1419,tastelessness and gall ,0
1420,bad action-movie line ,0
1423,"contrived , unmotivated , and psychologically unpersuasive ",0
1424,the film is way too full of itself ; it 's stuffy and pretentious in a give-me-an-oscar kind of way ,0
1425,any true emotional connection or identification frustratingly ,0
1428,of run-of-the-mill profanity ,0
1429,feel like three hours . ,0
1432,"is confusing on one level or another , making ararat far more demanding than it needs to be ",0
1433,laughably ,0
1435,"of bland hotels , highways , parking lots ",0
1436,with a large dose of painkillers ,0
1438,wastes ,0
1440,", mind-numbingly , indescribably bad ",0
1443,menacing ,0
1444,incessantly ,0
1445,bears about as much resemblance to the experiences of most battered women as spider-man does to the experiences of most teenagers . ,0
1446,that you 've spent the past 20 minutes looking at your watch ,0
1448,"helmer hudlin tries to make a hip comedy , ",0
1449,as funny nor ,0
1454,lacks balance ,0
1455,hard pressed to succumb to the call of the wild ,0
1456,revelatory nor truly edgy -- merely crassly flamboyant and comedically labored . ,0
1468,despicable characters ,0
1470,", director chris columbus takes a hat-in-hand approach to rowling that stifles creativity and allows the film to drag on for nearly three hours . ",0
1473,a markedly inactive film ,0
1476,exercise in sham actor workshops and an affected malaise ,0
1477,the gratuitous cinematic distractions ,0
1481,does n't work because there is no foundation for it ,0
1487,makes even elizabeth hurley seem graceless and ugly . ,0
1488,inhale this gutter romancer 's secondhand material ,0
1490,is very difficult ,0
1493,is virtually without context -- journalistic or historical ,0
1498,", this movie is a phlegmatic bore , so tedious it makes the silly spy vs. spy film the sum of all fears , starring ben affleck , seem downright hitchcockian . ",0
1499,to it -- as if the director is trying to dupe the viewer into taking it all as very important simply because the movie is ugly to look at and not a hollywood product ,0
1500,will strike some westerners as verging on mumbo-jumbo ,0
1502,impossibly contrived situations ,0
1503,fails to fulfill its own ambitious goals ,0
1506,others will find their humor-seeking dollars best spent elsewhere . ,0
1513,impersonal and abstract ,0
1515,-- the real issues tucked between the silly and crude storyline ,0
1517,it misses a major opportunity to be truly revelatory about his psyche . ,0
1518,"the nonstop artifice ultimately proves tiresome , with the surface histrionics failing to compensate for the paper-thin characterizations and facile situations . ",0
1519,too many chefs fussing over too weak a recipe ,0
1526,ms. paltrow employs to authenticate her british persona ,0
1528,star to play second fiddle to the dull effects that allow the suit to come to life ,0
1533,more than a widget cranked out on an assembly line to see if stupid americans will get a kick out of goofy brits with cute accents performing ages-old slapstick and unfunny tricks ,0
1534,encounter in a place where war has savaged the lives and liberties of the poor and the dispossessed . ,0
1537,turn out to be a bit of a cheat in the end ,0
1538,a rote exercise in both animation and storytelling . ,0
1540,that even its target audience talked all the way through it ,0
1541,prickly indie comedy ,0
1542,"halfway through this picture i was beginning to hate it , and , of course ",0
1546,and crude film ,0
1547,could n't find stardom if mapquest emailed him point-to-point driving directions . ,0
1549,"it is depressing , ruthlessly pained and depraved , the movie equivalent of staring into an open wound . ",0
1551,"sanctimonious , self-righteous and ",0
1554,"one of those crass , contrived sequels that not only fails on its own , but makes you second-guess your affection for the original ",0
1556,is why anybody picked it up . ,0
1558,like some sort of martha stewart decorating program run amok ,0
1559,seems to have been ` it 's just a kids ' flick ,0
1560,that takes itself all too seriously ,0
1563,even slightly wised-up kids would quickly change the channel ,0
1567,the piano teacher is not an easy film . ,0
1571,of carnage ,0
1574,"muddled , simplistic and more than a little pretentious ",0
1575,features nonsensical and laughable plotting ,0
1576,served by the movie 's sophomoric blend of shenanigans and slapstick ,0
1577,'s plenty to offend everyone ,0
1578,reduces the complexities to bromides and slogans ,0
1583,worked five years ago but has since lost its fizz ,0
1584,'s one of the worst of the entire franchise . ,0
1585,", the rest of us will be lulled into a coma . ",0
1587,a cinematic disaster so inadvertently sidesplitting it 's worth the price of admission for the ridicule factor alone . ,0
1591,may not be cutting-edge indie filmmaking ,0
1592,"inspire anything more than a visit to mcdonald 's , let alone ",0
1593,"both shrill and soporific , and because everything ",0
1594,sinister ,0
1595,than a modem that disconnects every 10 seconds ,0
1596,aground ,0
1599,for that comes through all too painfully in the execution ,0
1602,counting a few gross-out comedies i 've been trying to forget ,0
1606,"an airless , prepackaged julia roberts wannabe ",0
1607,little more than a well-mounted history lesson . ,0
1611,no surprises ,0
1612,crawls along ,0
1613,sure mainstream audiences will be baffled ,0
1614,"begins to resemble the shapeless , grasping actors ' workshop that it is . ",0
1617,lonely ,0
1619,"there is a certain sense of experimentation and improvisation to this film that may not always work , but ",0
1621,", cry and realize , ",0
1624,from a ploddingly melodramatic structure ,0
1626,to seem as long as the two year affair which is its subject ,0
1627,"of those crass , contrived sequels that not only fails on its own , but makes you second-guess your affection for the original ",0
1629,much of the cast is stiff or just plain bad . ,0
1630,drag along the dead ( water ) weight of the other ,0
